"rt","riskLiteracy","deal","delay","odd","subvalue","value","timesseen","age","gender","income","job","pnum"
3541,2,"in 6 months 80%","in 6 months","80%",612.5,"800",5,20,"Female",32000,"Sales Associate",58
4121,2,"in 6 months 10%","in 6 months","10%",87.5,"800",5,20,"Female",32000,"Sales Associate",58
5522,2,"immediately 80%","immediately","80%",712.5,"800",5,20,"Female",32000,"Sales Associate",58
4598,2,"in 5 years 100%","in 5 years","100%",87.5,"800",5,20,"Female",32000,"Sales Associate",58
3962,2,"in 2 years 100%","in 2 years","100%",387.5,"800",5,20,"Female",32000,"Sales Associate",58
28539,2,"in 5 years 40%","in 5 years","40%",37.5,"800",5,20,"Female",32000,"Sales Associate",58
16398,2,"immediately 25%","immediately","25%",187.5,"800",5,20,"Female",32000,"Sales Associate",58
12587,2,"immediately 10%","immediately","10%",262.5,"800",5,20,"Female",32000,"Sales Associate",58
3896,2,"in 1 month 10%","in 1 month","10%",87.5,"800",5,20,"Female",32000,"Sales Associate",58
2359,2,"immediately 100%","immediately","100%",787.5,"800",5,20,"Female",32000,"Sales Associate",58
2990,2,"in 2 years 80%","in 2 years","80%",137.5,"800",5,20,"Female",32000,"Sales Associate",58
6062,2,"in 1 month 40%","in 1 month","40%",312.5,"800",5,20,"Female",32000,"Sales Associate",58
4219,2,"in 5 years 80%","in 5 years","80%",87.5,"800",5,20,"Female",32000,"Sales Associate",58
3341,2,"in 2 years 25%","in 2 years","25%",187.5,"800",5,20,"Female",32000,"Sales Associate",58
2970,2,"in 2 years 40%","in 2 years","40%",187.5,"800",5,20,"Female",32000,"Sales Associate",58
6281,2,"in 1 month 25%","in 1 month","25%",187.5,"800",5,20,"Female",32000,"Sales Associate",58
6995,2,"immediately 40%","immediately","40%",287.5,"800",5,20,"Female",32000,"Sales Associate",58
4800,2,"in 6 months 100%","in 6 months","100%",787.5,"800",5,20,"Female",32000,"Sales Associate",58
3449,2,"in 6 months 25%","in 6 months","25%",187.5,"800",5,20,"Female",32000,"Sales Associate",58
3278,2,"in 6 months 40%","in 6 months","40%",87.5,"800",5,20,"Female",32000,"Sales Associate",58
4057,2,"in 5 years 25%","in 5 years","25%",87.5,"800",5,20,"Female",32000,"Sales Associate",58
4859,2,"in 5 years 10%","in 5 years","10%",112.5,"800",5,20,"Female",32000,"Sales Associate",58
3756,2,"in 1 month 80%","in 1 month","80%",587.5,"800",5,20,"Female",32000,"Sales Associate",58
11469,2,"in 2 years 10%","in 2 years","10%",87.5,"800",5,20,"Female",32000,"Sales Associate",58
4135,2,"immediately 25%","immediately","25%",4375,"40000",5,20,"Female",32000,"Sales Associate",58
3286,2,"in 1 month 100%","in 1 month","100%",39375,"40000",5,20,"Female",32000,"Sales Associate",58
6463,2,"immediately 40%","immediately","40%",5625,"40000",5,20,"Female",32000,"Sales Associate",58
6736,2,"in 5 years 40%","in 5 years","40%",4375,"40000",5,20,"Female",32000,"Sales Associate",58
4752,2,"in 2 years 10%","in 2 years","10%",3125,"40000",5,20,"Female",32000,"Sales Associate",58
3469,2,"in 6 months 25%","in 6 months","25%",4375,"40000",5,20,"Female",32000,"Sales Associate",58
7668,2,"in 5 years 80%","in 5 years","80%",4375,"40000",5,20,"Female",32000,"Sales Associate",58
9747,2,"in 1 month 40%","in 1 month","40%",13125,"40000",5,20,"Female",32000,"Sales Associate",58
5321,2,"in 6 months 40%","in 6 months","40%",13125,"40000",5,20,"Female",32000,"Sales Associate",58
8278,2,"in 6 months 10%","in 6 months","10%",3125,"40000",5,20,"Female",32000,"Sales Associate",58
6033,2,"in 2 years 80%","in 2 years","80%",21875,"40000",5,20,"Female",32000,"Sales Associate",58
8094,2,"in 5 years 10%","in 5 years","10%",625,"40000",5,20,"Female",32000,"Sales Associate",58
2412,2,"immediately 100%","immediately","100%",39375,"40000",5,20,"Female",32000,"Sales Associate",58
5990,2,"in 1 month 25%","in 1 month","25%",4375,"40000",5,20,"Female",32000,"Sales Associate",58
3124,2,"in 6 months 100%","in 6 months","100%",39375,"40000",5,20,"Female",32000,"Sales Associate",58
5128,2,"in 2 years 100%","in 2 years","100%",29375,"40000",5,20,"Female",32000,"Sales Associate",58
5659,2,"in 6 months 80%","in 6 months","80%",18125,"40000",5,20,"Female",32000,"Sales Associate",58
7258,2,"in 5 years 25%","in 5 years","25%",3125,"40000",5,20,"Female",32000,"Sales Associate",58
5634,2,"in 5 years 100%","in 5 years","100%",29375,"40000",5,20,"Female",32000,"Sales Associate",58
7035,2,"in 1 month 10%","in 1 month","10%",3125,"40000",5,20,"Female",32000,"Sales Associate",58
2748,2,"in 2 years 40%","in 2 years","40%",3125,"40000",5,20,"Female",32000,"Sales Associate",58
4127,2,"immediately 80%","immediately","80%",30625,"40000",5,20,"Female",32000,"Sales Associate",58
5528,2,"immediately 10%","immediately","10%",3125,"40000",5,20,"Female",32000,"Sales Associate",58
4171,2,"in 2 years 25%","in 2 years","25%",8125,"40000",5,20,"Female",32000,"Sales Associate",58
5862,2,"in 1 month 80%","in 1 month","80%",19375,"40000",5,20,"Female",32000,"Sales Associate",58
2198,4,"in 5 years 40%","in 5 years","40%",387.5,"800",5,18,"Male",0,"CEO",59
2498,4,"in 6 months 40%","in 6 months","40%",437.5,"800",5,18,"Male",0,"CEO",59
2804,4,"in 2 years 10%","in 2 years","10%",162.5,"800",5,18,"Male",0,"CEO",59
1636,4,"in 5 years 10%","in 5 years","10%",112.5,"800",5,18,"Male",0,"CEO",59
3478,4,"immediately 40%","immediately","40%",487.5,"800",5,18,"Male",0,"CEO",59
18666,4,"in 1 month 100%","in 1 month","100%",387.5,"800",5,18,"Male",0,"CEO",59
2538,4,"in 5 years 80%","in 5 years","80%",787.5,"800",5,18,"Male",0,"CEO",59
1511,4,"in 5 years 25%","in 5 years","25%",387.5,"800",5,18,"Male",0,"CEO",59
2818,4,"in 1 month 25%","in 1 month","25%",612.5,"800",5,18,"Male",0,"CEO",59
3962,4,"in 6 months 100%","in 6 months","100%",787.5,"800",5,18,"Male",0,"CEO",59
2918,4,"immediately 10%","immediately","10%",212.5,"800",5,18,"Male",0,"CEO",59
2529,4,"in 6 months 10%","in 6 months","10%",12.5,"800",5,18,"Male",0,"CEO",59
2960,4,"immediately 25%","immediately","25%",587.5,"800",5,18,"Male",0,"CEO",59
2126,4,"in 1 month 80%","in 1 month","80%",387.5,"800",5,18,"Male",0,"CEO",59
2136,4,"in 2 years 80%","in 2 years","80%",587.5,"800",5,18,"Male",0,"CEO",59
1133,4,"in 5 years 100%","in 5 years","100%",787.5,"800",5,18,"Male",0,"CEO",59
3429,4,"immediately 100%","immediately","100%",787.5,"800",5,18,"Male",0,"CEO",59
2990,4,"in 1 month 40%","in 1 month","40%",562.5,"800",5,18,"Male",0,"CEO",59
1402,4,"in 2 years 100%","in 2 years","100%",787.5,"800",5,18,"Male",0,"CEO",59
3159,4,"immediately 80%","immediately","80%",787.5,"800",5,18,"Male",0,"CEO",59
7887,4,"in 2 years 25%","in 2 years","25%",387.5,"800",5,18,"Male",0,"CEO",59
1182,4,"in 6 months 25%","in 6 months","25%",387.5,"800",5,18,"Male",0,"CEO",59
1954,4,"in 2 years 40%","in 2 years","40%",387.5,"800",5,18,"Male",0,"CEO",59
2215,4,"in 1 month 10%","in 1 month","10%",62.5,"800",5,18,"Male",0,"CEO",59
2426,4,"in 6 months 80%","in 6 months","80%",687.5,"800",5,18,"Male",0,"CEO",59
13105,4,"in 6 months 40%","in 6 months","40%",19375,"40000",5,18,"Male",0,"CEO",59
2637,4,"in 2 years 40%","in 2 years","40%",19375,"40000",5,18,"Male",0,"CEO",59
1747,4,"in 2 years 10%","in 2 years","10%",4375,"40000",5,18,"Male",0,"CEO",59
1010,4,"in 6 months 100%","in 6 months","100%",39375,"40000",5,18,"Male",0,"CEO",59
1371,4,"in 1 month 40%","in 1 month","40%",19375,"40000",5,18,"Male",0,"CEO",59
1529,4,"in 2 years 25%","in 2 years","25%",16875,"40000",5,18,"Male",0,"CEO",59
1001,4,"in 1 month 25%","in 1 month","25%",19375,"40000",5,18,"Male",0,"CEO",59
1581,4,"in 5 years 80%","in 5 years","80%",36875,"40000",5,18,"Male",0,"CEO",59
2453,4,"immediately 25%","immediately","25%",8125,"40000",5,18,"Male",0,"CEO",59
1694,4,"in 1 month 80%","in 1 month","80%",29375,"40000",5,18,"Male",0,"CEO",59
3619,4,"in 6 months 25%","in 6 months","25%",19375,"40000",5,18,"Male",0,"CEO",59
1593,4,"in 1 month 10%","in 1 month","10%",3125,"40000",5,18,"Male",0,"CEO",59
1212,4,"in 5 years 100%","in 5 years","100%",39375,"40000",5,18,"Male",0,"CEO",59
1754,4,"immediately 10%","immediately","10%",4375,"40000",5,18,"Male",0,"CEO",59
1904,4,"in 5 years 10%","in 5 years","10%",1875,"40000",5,18,"Male",0,"CEO",59
3477,4,"in 2 years 80%","in 2 years","80%",28125,"40000",5,18,"Male",0,"CEO",59
3208,4,"immediately 40%","immediately","40%",18125,"40000",5,18,"Male",0,"CEO",59
1551,4,"in 1 month 100%","in 1 month","100%",39375,"40000",5,18,"Male",0,"CEO",59
1762,4,"in 5 years 40%","in 5 years","40%",19375,"40000",5,18,"Male",0,"CEO",59
1664,4,"in 2 years 100%","in 2 years","100%",39375,"40000",5,18,"Male",0,"CEO",59
1951,4,"immediately 80%","immediately","80%",38125,"40000",5,18,"Male",0,"CEO",59
1792,4,"in 5 years 25%","in 5 years","25%",14375,"40000",5,18,"Male",0,"CEO",59
9894,4,"in 6 months 80%","in 6 months","80%",39375,"40000",5,18,"Male",0,"CEO",59
1784,4,"immediately 100%","immediately","100%",39375,"40000",5,18,"Male",0,"CEO",59
19575,4,"in 6 months 10%","in 6 months","10%",6875,"40000",5,18,"Male",0,"CEO",59
2134,4,"in 1 month 100%","in 1 month","100%",39375,"40000",5,36,"Female",0,"",60
2587,4,"in 5 years 25%","in 5 years","25%",5625,"40000",5,36,"Female",0,"",60
2220,4,"immediately 40%","immediately","40%",13125,"40000",5,36,"Female",0,"",60
2764,4,"in 1 month 80%","in 1 month","80%",34375,"40000",5,36,"Female",0,"",60
2026,4,"in 2 years 25%","in 2 years","25%",8125,"40000",5,36,"Female",0,"",60
2683,4,"immediately 80%","immediately","80%",38125,"40000",5,36,"Female",0,"",60
2613,4,"in 2 years 40%","in 2 years","40%",6875,"40000",5,36,"Female",0,"",60
2402,4,"in 5 years 100%","in 5 years","100%",39375,"40000",5,36,"Female",0,"",60
2018,4,"in 5 years 10%","in 5 years","10%",1875,"40000",5,36,"Female",0,"",60
1845,4,"in 5 years 80%","in 5 years","80%",19375,"40000",5,36,"Female",0,"",60
4081,4,"in 6 months 80%","in 6 months","80%",39375,"40000",5,36,"Female",0,"",60
1936,4,"in 2 years 80%","in 2 years","80%",39375,"40000",5,36,"Female",0,"",60
2778,4,"in 2 years 10%","in 2 years","10%",4375,"40000",5,36,"Female",0,"",60
4993,4,"in 1 month 10%","in 1 month","10%",5625,"40000",5,36,"Female",0,"",60
1392,4,"in 2 years 100%","in 2 years","100%",39375,"40000",5,36,"Female",0,"",60
2408,4,"in 6 months 25%","in 6 months","25%",9375,"40000",5,36,"Female",0,"",60
2473,4,"immediately 10%","immediately","10%",9375,"40000",5,36,"Female",0,"",60
1649,4,"immediately 25%","immediately","25%",4375,"40000",5,36,"Female",0,"",60
2383,4,"in 6 months 40%","in 6 months","40%",8125,"40000",5,36,"Female",0,"",60
1643,4,"in 1 month 25%","in 1 month","25%",10625,"40000",5,36,"Female",0,"",60
1650,4,"in 5 years 40%","in 5 years","40%",6875,"40000",5,36,"Female",0,"",60
5890,4,"in 6 months 10%","in 6 months","10%",4375,"40000",5,36,"Female",0,"",60
2883,4,"immediately 100%","immediately","100%",39375,"40000",5,36,"Female",0,"",60
2295,4,"in 6 months 100%","in 6 months","100%",39375,"40000",5,36,"Female",0,"",60
2071,4,"in 1 month 40%","in 1 month","40%",9375,"40000",5,36,"Female",0,"",60
1470,4,"immediately 100%","immediately","100%",787.5,"800",5,36,"Female",0,"",60
2684,4,"in 6 months 25%","in 6 months","25%",362.5,"800",5,36,"Female",0,"",60
2028,4,"in 6 months 100%","in 6 months","100%",787.5,"800",5,36,"Female",0,"",60
1824,4,"immediately 25%","immediately","25%",387.5,"800",5,36,"Female",0,"",60
2087,4,"in 2 years 40%","in 2 years","40%",487.5,"800",5,36,"Female",0,"",60
1376,4,"in 1 month 80%","in 1 month","80%",687.5,"800",5,36,"Female",0,"",60
2997,4,"immediately 10%","immediately","10%",187.5,"800",5,36,"Female",0,"",60
1728,4,"in 1 month 10%","in 1 month","10%",137.5,"800",5,36,"Female",0,"",60
4472,4,"in 5 years 10%","in 5 years","10%",87.5,"800",5,36,"Female",0,"",60
1681,4,"in 2 years 25%","in 2 years","25%",462.5,"800",5,36,"Female",0,"",60
1128,4,"in 5 years 100%","in 5 years","100%",787.5,"800",5,36,"Female",0,"",60
1758,4,"in 1 month 25%","in 1 month","25%",412.5,"800",5,36,"Female",0,"",60
5232,4,"in 1 month 100%","in 1 month","100%",787.5,"800",5,36,"Female",0,"",60
2533,4,"in 1 month 40%","in 1 month","40%",187.5,"800",5,36,"Female",0,"",60
2301,4,"in 6 months 10%","in 6 months","10%",162.5,"800",5,36,"Female",0,"",60
2128,4,"in 5 years 25%","in 5 years","25%",87.5,"800",5,36,"Female",0,"",60
5520,4,"immediately 40%","immediately","40%",387.5,"800",5,36,"Female",0,"",60
3812,4,"in 2 years 100%","in 2 years","100%",787.5,"800",5,36,"Female",0,"",60
1213,4,"in 5 years 80%","in 5 years","80%",587.5,"800",5,36,"Female",0,"",60
2519,4,"in 6 months 40%","in 6 months","40%",362.5,"800",5,36,"Female",0,"",60
2575,4,"in 2 years 80%","in 2 years","80%",787.5,"800",5,36,"Female",0,"",60
3258,4,"in 5 years 40%","in 5 years","40%",362.5,"800",5,36,"Female",0,"",60
1719,4,"immediately 80%","immediately","80%",787.5,"800",5,36,"Female",0,"",60
2289,4,"in 2 years 10%","in 2 years","10%",187.5,"800",5,36,"Female",0,"",60
2583,4,"in 6 months 80%","in 6 months","80%",787.5,"800",5,36,"Female",0,"",60
8930,2,"in 2 years 100%","in 2 years","100%",362.5,"800",5,19,"Female",0,"Librarian",61
6827,2,"in 2 years 40%","in 2 years","40%",37.5,"800",5,19,"Female",0,"Librarian",61
6918,2,"in 6 months 25%","in 6 months","25%",37.5,"800",5,19,"Female",0,"Librarian",61
20579,2,"in 1 month 40%","in 1 month","40%",62.5,"800",5,19,"Female",0,"Librarian",61
13849,2,"in 6 months 40%","in 6 months","40%",37.5,"800",5,19,"Female",0,"Librarian",61
6110,2,"in 2 years 25%","in 2 years","25%",12.5,"800",5,19,"Female",0,"Librarian",61
5240,2,"in 6 months 100%","in 6 months","100%",662.5,"800",5,19,"Female",0,"Librarian",61
18516,2,"in 5 years 100%","in 5 years","100%",12.5,"800",5,19,"Female",0,"Librarian",61
4437,2,"in 5 years 40%","in 5 years","40%",12.5,"800",5,19,"Female",0,"Librarian",61
3585,2,"in 1 month 100%","in 1 month","100%",787.5,"800",5,19,"Female",0,"Librarian",61
4162,2,"in 5 years 25%","in 5 years","25%",12.5,"800",5,19,"Female",0,"Librarian",61
13496,2,"immediately 40%","immediately","40%",12.5,"800",5,19,"Female",0,"Librarian",61
4297,2,"in 1 month 10%","in 1 month","10%",12.5,"800",5,19,"Female",0,"Librarian",61
3498,2,"immediately 100%","immediately","100%",787.5,"800",5,19,"Female",0,"Librarian",61
8466,2,"in 6 months 10%","in 6 months","10%",12.5,"800",5,19,"Female",0,"Librarian",61
3445,2,"immediately 80%","immediately","80%",712.5,"800",5,19,"Female",0,"Librarian",61
2656,2,"in 5 years 80%","in 5 years","80%",12.5,"800",5,19,"Female",0,"Librarian",61
8960,2,"in 6 months 80%","in 6 months","80%",137.5,"800",5,19,"Female",0,"Librarian",61
2357,2,"in 5 years 10%","in 5 years","10%",12.5,"800",5,19,"Female",0,"Librarian",61
3254,2,"immediately 25%","immediately","25%",212.5,"800",5,19,"Female",0,"Librarian",61
4255,2,"in 2 years 80%","in 2 years","80%",412.5,"800",5,19,"Female",0,"Librarian",61
3797,2,"in 1 month 80%","in 1 month","80%",687.5,"800",5,19,"Female",0,"Librarian",61
3388,2,"immediately 10%","immediately","10%",12.5,"800",5,19,"Female",0,"Librarian",61
2473,2,"in 2 years 10%","in 2 years","10%",12.5,"800",5,19,"Female",0,"Librarian",61
2675,2,"in 1 month 25%","in 1 month","25%",12.5,"800",5,19,"Female",0,"Librarian",61
3335,2,"in 1 month 80%","in 1 month","80%",21875,"40000",5,19,"Female",0,"Librarian",61
3257,2,"in 6 months 100%","in 6 months","100%",29375,"40000",5,19,"Female",0,"Librarian",61
2737,2,"in 1 month 10%","in 1 month","10%",625,"40000",5,19,"Female",0,"Librarian",61
5827,2,"in 6 months 25%","in 6 months","25%",625,"40000",5,19,"Female",0,"Librarian",61
2536,2,"in 2 years 40%","in 2 years","40%",625,"40000",5,19,"Female",0,"Librarian",61
7506,2,"in 1 month 40%","in 1 month","40%",8125,"40000",5,19,"Female",0,"Librarian",61
3098,2,"immediately 25%","immediately","25%",625,"40000",5,19,"Female",0,"Librarian",61
1882,2,"in 6 months 40%","in 6 months","40%",625,"40000",5,19,"Female",0,"Librarian",61
2999,2,"immediately 10%","immediately","10%",625,"40000",5,19,"Female",0,"Librarian",61
3183,2,"immediately 40%","immediately","40%",625,"40000",5,19,"Female",0,"Librarian",61
5174,2,"in 2 years 100%","in 2 years","100%",25625,"40000",5,19,"Female",0,"Librarian",61
3249,2,"in 2 years 25%","in 2 years","25%",625,"40000",5,19,"Female",0,"Librarian",61
1953,2,"in 2 years 10%","in 2 years","10%",625,"40000",5,19,"Female",0,"Librarian",61
5469,2,"in 2 years 80%","in 2 years","80%",21875,"40000",5,19,"Female",0,"Librarian",61
4398,2,"immediately 100%","immediately","100%",39375,"40000",5,19,"Female",0,"Librarian",61
1927,2,"in 1 month 25%","in 1 month","25%",625,"40000",5,19,"Female",0,"Librarian",61
3362,2,"in 6 months 80%","in 6 months","80%",18125,"40000",5,19,"Female",0,"Librarian",61
3268,2,"in 5 years 80%","in 5 years","80%",625,"40000",5,19,"Female",0,"Librarian",61
2434,2,"in 5 years 25%","in 5 years","25%",625,"40000",5,19,"Female",0,"Librarian",61
2186,2,"in 5 years 40%","in 5 years","40%",625,"40000",5,19,"Female",0,"Librarian",61
2415,2,"in 5 years 10%","in 5 years","10%",625,"40000",5,19,"Female",0,"Librarian",61
2203,2,"in 6 months 10%","in 6 months","10%",625,"40000",5,19,"Female",0,"Librarian",61
29619,2,"in 5 years 100%","in 5 years","100%",9375,"40000",5,19,"Female",0,"Librarian",61
6573,2,"in 1 month 100%","in 1 month","100%",39375,"40000",5,19,"Female",0,"Librarian",61
3256,2,"immediately 80%","immediately","80%",25625,"40000",5,19,"Female",0,"Librarian",61
7470,4,"in 6 months 80%","in 6 months","80%",19375,"40000",5,22,"Female",35000,"Assistant Store Manager",62
5961,4,"in 1 month 80%","in 1 month","80%",19375,"40000",5,22,"Female",35000,"Assistant Store Manager",62
3564,4,"in 1 month 100%","in 1 month","100%",39375,"40000",5,22,"Female",35000,"Assistant Store Manager",62
4183,4,"in 2 years 40%","in 2 years","40%",625,"40000",5,22,"Female",35000,"Assistant Store Manager",62
4178,4,"in 2 years 10%","in 2 years","10%",625,"40000",5,22,"Female",35000,"Assistant Store Manager",62
6663,4,"in 5 years 80%","in 5 years","80%",1875,"40000",5,22,"Female",35000,"Assistant Store Manager",62
2847,4,"in 5 years 10%","in 5 years","10%",625,"40000",5,22,"Female",35000,"Assistant Store Manager",62
3369,4,"immediately 100%","immediately","100%",39375,"40000",5,22,"Female",35000,"Assistant Store Manager",62
2291,4,"immediately 40%","immediately","40%",625,"40000",5,22,"Female",35000,"Assistant Store Manager",62
2914,4,"in 2 years 25%","in 2 years","25%",625,"40000",5,22,"Female",35000,"Assistant Store Manager",62
1954,4,"immediately 10%","immediately","10%",625,"40000",5,22,"Female",35000,"Assistant Store Manager",62
2357,4,"in 6 months 25%","in 6 months","25%",625,"40000",5,22,"Female",35000,"Assistant Store Manager",62
4265,4,"in 5 years 25%","in 5 years","25%",625,"40000",5,22,"Female",35000,"Assistant Store Manager",62
3436,4,"in 1 month 25%","in 1 month","25%",625,"40000",5,22,"Female",35000,"Assistant Store Manager",62
3913,4,"in 6 months 40%","in 6 months","40%",625,"40000",5,22,"Female",35000,"Assistant Store Manager",62
6356,4,"in 2 years 100%","in 2 years","100%",29375,"40000",5,22,"Female",35000,"Assistant Store Manager",62
3019,4,"in 1 month 10%","in 1 month","10%",625,"40000",5,22,"Female",35000,"Assistant Store Manager",62
2458,4,"in 6 months 10%","in 6 months","10%",625,"40000",5,22,"Female",35000,"Assistant Store Manager",62
3684,4,"in 5 years 100%","in 5 years","100%",19375,"40000",5,22,"Female",35000,"Assistant Store Manager",62
2721,4,"in 5 years 40%","in 5 years","40%",625,"40000",5,22,"Female",35000,"Assistant Store Manager",62
3970,4,"in 2 years 80%","in 2 years","80%",4375,"40000",5,22,"Female",35000,"Assistant Store Manager",62
3037,4,"in 1 month 40%","in 1 month","40%",625,"40000",5,22,"Female",35000,"Assistant Store Manager",62
2865,4,"immediately 25%","immediately","25%",625,"40000",5,22,"Female",35000,"Assistant Store Manager",62
7870,4,"in 6 months 100%","in 6 months","100%",38125,"40000",5,22,"Female",35000,"Assistant Store Manager",62
7605,4,"immediately 80%","immediately","80%",19375,"40000",5,22,"Female",35000,"Assistant Store Manager",62
1942,4,"in 2 years 40%","in 2 years","40%",12.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
1896,4,"in 5 years 40%","in 5 years","40%",12.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
1554,4,"immediately 25%","immediately","25%",12.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
3247,4,"in 6 months 100%","in 6 months","100%",487.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
4260,4,"in 5 years 10%","in 5 years","10%",12.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
3126,4,"in 1 month 100%","in 1 month","100%",587.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
2611,4,"in 6 months 40%","in 6 months","40%",12.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
3691,4,"in 2 years 100%","in 2 years","100%",12.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
6930,4,"in 1 month 80%","in 1 month","80%",287.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
3727,4,"in 2 years 25%","in 2 years","25%",12.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
1415,4,"immediately 10%","immediately","10%",12.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
2816,4,"in 6 months 10%","in 6 months","10%",12.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
1823,4,"in 2 years 10%","in 2 years","10%",12.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
2089,4,"immediately 40%","immediately","40%",12.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
1682,4,"in 1 month 10%","in 1 month","10%",12.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
3115,4,"in 6 months 80%","in 6 months","80%",87.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
1489,4,"in 1 month 25%","in 1 month","25%",12.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
1332,4,"in 6 months 25%","in 6 months","25%",12.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
2055,4,"immediately 100%","immediately","100%",787.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
2670,4,"in 5 years 80%","in 5 years","80%",37.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
4317,4,"in 5 years 100%","in 5 years","100%",37.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
2891,4,"in 2 years 80%","in 2 years","80%",37.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
2999,4,"in 1 month 40%","in 1 month","40%",12.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
1997,4,"in 5 years 25%","in 5 years","25%",12.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
2383,4,"immediately 80%","immediately","80%",487.5,"800",5,22,"Female",35000,"Assistant Store Manager",62
2513,3,"in 2 years 100%","in 2 years","100%",36875,"40000",5,19,"Male",6500,"customer service",63
5800,3,"in 6 months 25%","in 6 months","25%",18125,"40000",5,19,"Male",6500,"customer service",63
1885,3,"in 1 month 10%","in 1 month","10%",9375,"40000",5,19,"Male",6500,"customer service",63
16192,3,"in 5 years 10%","in 5 years","10%",4375,"40000",5,19,"Male",6500,"customer service",63
1738,3,"in 6 months 80%","in 6 months","80%",29375,"40000",5,19,"Male",6500,"customer service",63
4790,3,"in 5 years 25%","in 5 years","25%",14375,"40000",5,19,"Male",6500,"customer service",63
3554,3,"in 2 years 10%","in 2 years","10%",9375,"40000",5,19,"Male",6500,"customer service",63
1953,3,"in 6 months 10%","in 6 months","10%",9375,"40000",5,19,"Male",6500,"customer service",63
1992,3,"immediately 100%","immediately","100%",39375,"40000",5,19,"Male",6500,"customer service",63
4555,3,"in 6 months 100%","in 6 months","100%",39375,"40000",5,19,"Male",6500,"customer service",63
6711,3,"in 1 month 25%","in 1 month","25%",26875,"40000",5,19,"Male",6500,"customer service",63
1488,3,"in 6 months 40%","in 6 months","40%",19375,"40000",5,19,"Male",6500,"customer service",63
5838,3,"immediately 25%","immediately","25%",29375,"40000",5,19,"Male",6500,"customer service",63
1000,3,"in 1 month 80%","in 1 month","80%",31875,"40000",5,19,"Male",6500,"customer service",63
3620,3,"immediately 10%","immediately","10%",4375,"40000",5,19,"Male",6500,"customer service",63
1900,3,"in 5 years 100%","in 5 years","100%",19375,"40000",5,19,"Male",6500,"customer service",63
1761,3,"immediately 80%","immediately","80%",36875,"40000",5,19,"Male",6500,"customer service",63
2283,3,"in 2 years 25%","in 2 years","25%",19375,"40000",5,19,"Male",6500,"customer service",63
4794,3,"in 1 month 100%","in 1 month","100%",39375,"40000",5,19,"Male",6500,"customer service",63
1784,3,"in 5 years 80%","in 5 years","80%",14375,"40000",5,19,"Male",6500,"customer service",63
1022,3,"in 1 month 40%","in 1 month","40%",39375,"40000",5,19,"Male",6500,"customer service",63
1228,3,"in 2 years 80%","in 2 years","80%",34375,"40000",5,19,"Male",6500,"customer service",63
1571,3,"in 5 years 40%","in 5 years","40%",14375,"40000",5,19,"Male",6500,"customer service",63
1866,3,"immediately 40%","immediately","40%",29375,"40000",5,19,"Male",6500,"customer service",63
1139,3,"in 2 years 40%","in 2 years","40%",9375,"40000",5,19,"Male",6500,"customer service",63
3500,3,"in 2 years 80%","in 2 years","80%",387.5,"800",5,19,"Male",6500,"customer service",63
1092,3,"immediately 100%","immediately","100%",787.5,"800",5,19,"Male",6500,"customer service",63
2675,3,"in 5 years 40%","in 5 years","40%",37.5,"800",5,19,"Male",6500,"customer service",63
2909,3,"in 1 month 25%","in 1 month","25%",687.5,"800",5,19,"Male",6500,"customer service",63
1861,3,"in 5 years 10%","in 5 years","10%",112.5,"800",5,19,"Male",6500,"customer service",63
3992,3,"in 6 months 80%","in 6 months","80%",687.5,"800",5,19,"Male",6500,"customer service",63
1676,3,"in 6 months 25%","in 6 months","25%",712.5,"800",5,19,"Male",6500,"customer service",63
1060,3,"in 1 month 100%","in 1 month","100%",762.5,"800",5,19,"Male",6500,"customer service",63
2207,3,"in 1 month 10%","in 1 month","10%",412.5,"800",5,19,"Male",6500,"customer service",63
3334,3,"in 2 years 40%","in 2 years","40%",387.5,"800",5,19,"Male",6500,"customer service",63
2936,3,"immediately 10%","immediately","10%",712.5,"800",5,19,"Male",6500,"customer service",63
4243,3,"immediately 40%","immediately","40%",712.5,"800",5,19,"Male",6500,"customer service",63
